310. lambda=3406.055, deleting coordinate 263, |B|=6...
311. lambda=3388.097, adding coordinate 347, |B|=7...
312. lambda=3373.376, deleting coordinate 264, |B|=6...
313. lambda=3248.844, adding coordinate 285, |B|=7...
314. lambda=3169.489, deleting coordinate 284, |B|=6...
315. lambda=3140.225, adding coordinate 261, |B|=7...
316. lambda=3125.115, adding coordinate 738, |B|=8...
317. lambda=3077.467, deleting coordinate 262, |B|=7...
318. lambda=3076.117, deleting coordinate 739, |B|=6...
319. lambda=3011.746, adding coordinate 485, |B|=7...
320. lambda=3006.540, adding coordinate 287, |B|=8...
321. lambda=2999.884, adding coordinate 487, |B|=9...
322. lambda=2998.995, deleting coordinate 485, |B|=8...
323. lambda=2897.439, deleting coordinate 285, |B|=7...
324. lambda=2837.599, adding coordinate 260, |B|=8...
325. lambda=2775.357, deleting coordinate 347, |B|=7...
326. lambda=2764.751, adding coordinate 488, |B|=8...
327. lambda=2761.678, deleting coordinate 487, |B|=7...
328. lambda=2760.872, deleting coordinate 261, |B|=6...
329. lambda=2722.145, adding coordinate 345, |B|=7...
330. lambda=2702.365, adding coordinate 737, |B|=8...
331. lambda=2686.802, deleting coordinate 738, |B|=7...
332. lambda=2667.695, adding coordinate 259, |B|=8...
333. lambda=2641.297, adding coordinate 491, |B|=9...
334. lambda=2628.012, deleting coordinate 488, |B|=8...
335. lambda=2586.522, deleting coordinate 260, |B|=7...
336. lambda=2563.531, adding coordinate 256, |B|=8...
337. lambda=2515.304, adding coordinate 492, |B|=9...
338. lambda=2509.428, deleting coordinate 491, |B|=8...
339. lambda=2509.043, adding coordinate 736, |B|=9...
340. lambda=2506.553, adding coordinate 219, |B|=10...
341. lambda=2491.761, deleting coordinate 737, |B|=9...
342. lambda=2433.846, deleting coordinate 256, |B|=8...
343. lambda=2390.942, adding coordinate 260, |B|=9...
344. lambda=2373.069, adding coordinate 735, |B|=10...
345. lambda=2354.405, deleting coordinate 736, |B|=9...
346. lambda=2342.266, adding coordinate 734, |B|=10...
347. lambda=2335.602, adding coordinate 218, |B|=11...
348. lambda=2328.444, deleting coordinate 219, |B|=10...
349. lambda=2323.438, deleting coordinate 735, |B|=9...
350. lambda=2304.687, adding coordinate 143, |B|=10...
351. lambda=2297.341, adding coordinate 493, |B|=11...
352. lambda=2288.827, deleting coordinate 492, |B|=10...
353. lambda=2286.241, deleting coordinate 259, |B|=9...
354. lambda=2247.009, adding coordinate 66, |B|=10...
355. lambda=2177.808, adding coordinate 503, |B|=11...
356. lambda=2154.634, adding coordinate 261, |B|=12...
357. lambda=2128.634, adding coordinate 67, |B|=13...
358. lambda=2111.292, deleting coordinate 66, |B|=12...
359. lambda=2092.305, deleting coordinate 260, |B|=11...
360. lambda=2086.242, deleting coordinate 493, |B|=10...
361. lambda=2073.548, adding coordinate 900, |B|=11...
362. lambda=2068.486, adding coordinate 507, |B|=12...
363. lambda=2049.748, adding coordinate 217, |B|=13...
364. lambda=2041.926, deleting coordinate 503, |B|=12...
365. lambda=2033.974, deleting coordinate 218, |B|=11...
366. lambda=2033.164, adding coordinate 508, |B|=12...
367. lambda=2026.198, deleting coordinate 507, |B|=11...
368. lambda=2004.420, adding coordinate 898, |B|=12...
369. lambda=1997.752, deleting coordinate 900, |B|=11...
370. lambda=1989.051, adding coordinate 285, |B|=12...
371. lambda=1988.329, adding coordinate 509, |B|=13...
372. lambda=1980.875, deleting coordinate 508, |B|=12...
373. lambda=1953.476, deleting coordinate 346, |B|=11...
374. lambda=1953.352, adding coordinate 510, |B|=12...
375. lambda=1949.733, adding coordinate 206, |B|=13...
376. lambda=1945.549, deleting coordinate 509, |B|=12...
377. lambda=1891.982, adding coordinate 68, |B|=13...
378. lambda=1881.814, adding coordinate 897, |B|=14...
379. lambda=1873.292, deleting coordinate 898, |B|=13...
380. lambda=1860.873, adding coordinate 205, |B|=14...
381. lambda=1851.079, deleting coordinate 206, |B|=13...
382. lambda=1846.387, deleting coordinate 67, |B|=12...
383. lambda=1823.287, adding coordinate 736, |B|=13...
384. lambda=1818.677, deleting coordinate 285, |B|=12...
385. lambda=1780.604, deleting coordinate 734, |B|=11...
386. lambda=1780.064, adding coordinate 511, |B|=12...
387. lambda=1775.796, deleting coordinate 217, |B|=11...
388. lambda=1770.150, deleting coordinate 510, |B|=10...
389. lambda=1765.145, adding coordinate 285, |B|=11...
390. lambda=1755.023, adding coordinate 512, |B|=12...
391. lambda=1745.081, deleting coordinate 511, |B|=11...
392. lambda=1716.113, adding coordinate 546, |B|=12...
393. lambda=1702.922, adding coordinate 204, |B|=13...
394. lambda=1696.207, adding coordinate 737, |B|=14...
395. lambda=1686.517, adding coordinate 69, |B|=15...
396. lambda=1683.002, deleting coordinate 205, |B|=14...
397. lambda=1668.490, adding coordinate 896, |B|=15...
398. lambda=1658.842, adding coordinate 203, |B|=16...
399. lambda=1656.967, deleting coordinate 897, |B|=15...
400. lambda=1654.394, adding coordinate 553, |B|=16...
401. lambda=1641.901, deleting coordinate 736, |B|=15...
402. lambda=1640.542, deleting coordinate 546, |B|=14...
403. lambda=1638.193, deleting coordinate 204, |B|=13...
404. lambda=1622.760, deleting coordinate 68, |B|=12...
405. lambda=1606.197, deleting coordinate 287, |B|=11...
406. lambda=1594.164, adding coordinate 202, |B|=12...
407. lambda=1578.039, adding coordinate 895, |B|=13...
408. lambda=1572.063, deleting coordinate 203, |B|=12...
409. lambda=1567.160, deleting coordinate 142, |B|=11...
410. lambda=1565.909, adding coordinate 554, |B|=12...
411. lambda=1561.922, deleting coordinate 896, |B|=11...
412. lambda=1561.595, deleting coordinate 553, |B|=10...
413. lambda=1558.470, adding coordinate 201, |B|=11...
414. lambda=1552.585, adding coordinate 511, |B|=12...
415. lambda=1542.579, deleting coordinate 512, |B|=11...
416. lambda=1533.244, deleting coordinate 202, |B|=10...
417. lambda=1532.407, adding coordinate 555, |B|=11...
418. lambda=1526.942, deleting coordinate 554, |B|=10...
419. lambda=1512.859, adding coordinate 262, |B|=11...
420. lambda=1504.260, adding coordinate 70, |B|=12...
421. lambda=1494.957, adding coordinate 894, |B|=13...
422. lambda=1488.777, adding coordinate 200, |B|=14...
423. lambda=1476.317, deleting coordinate 895, |B|=13...
424. lambda=1473.566, adding coordinate 510, |B|=14...
425. lambda=1473.083, adding coordinate 893, |B|=15...
426. lambda=1467.599, deleting coordinate 511, |B|=14...
427. lambda=1462.696, deleting coordinate 201, |B|=13...
428. lambda=1460.659, deleting coordinate 261, |B|=12...
429. lambda=1454.328, deleting coordinate 894, |B|=11...
430. lambda=1444.063, adding coordinate 77, |B|=12...
431. lambda=1430.851, adding coordinate 891, |B|=13...
432. lambda=1423.658, adding coordinate 284, |B|=14...
433. lambda=1417.433, deleting coordinate 70, |B|=13...
434. lambda=1411.978, adding coordinate 199, |B|=14...
435. lambda=1409.072, adding coordinate 738, |B|=15...
436. lambda=1394.792, deleting coordinate 893, |B|=14...
437. lambda=1388.353, adding coordinate 890, |B|=15...
438. lambda=1384.753, deleting coordinate 200, |B|=14...
439. lambda=1372.315, adding coordinate 559, |B|=15...
440. lambda=1371.736, deleting coordinate 891, |B|=14...
441. lambda=1352.676, adding coordinate 198, |B|=15...
442. lambda=1344.170, deleting coordinate 737, |B|=14...
443. lambda=1333.166, deleting coordinate 555, |B|=13...
444. lambda=1324.279, deleting coordinate 199, |B|=12...
445. lambda=1317.624, adding coordinate 562, |B|=13...
446. lambda=1316.809, adding coordinate 60, |B|=14...
447. lambda=1297.537, deleting coordinate 285, |B|=13...
448. lambda=1287.030, deleting coordinate 559, |B|=12...
449. lambda=1284.551, adding coordinate 889, |B|=13...
450. lambda=1280.262, adding coordinate 197, |B|=14...
451. lambda=1270.698, deleting coordinate 510, |B|=13...
452. lambda=1261.970, deleting coordinate 890, |B|=12...
453. lambda=1261.442, adding coordinate 563, |B|=13...
454. lambda=1250.309, deleting coordinate 198, |B|=12...
455. lambda=1250.277, deleting coordinate 562, |B|=11...
456. lambda=1245.972, deleting coordinate 69, |B|=10...
457. lambda=1242.325, adding coordinate 59, |B|=11...
458. lambda=1234.487, deleting coordinate 60, |B|=10...
459. lambda=1232.478, adding coordinate 196, |B|=11...
460. lambda=1224.137, adding coordinate 78, |B|=12...
461. lambda=1219.445, adding coordinate 569, |B|=13...
462. lambda=1213.573, adding coordinate 571, |B|=14...
463. lambda=1211.826, adding coordinate 887, |B|=15...
464. lambda=1211.758, deleting coordinate 569, |B|=14...
465. lambda=1202.332, adding coordinate 578, |B|=15...
466. lambda=1202.026, deleting coordinate 197, |B|=14...
467. lambda=1201.800, deleting coordinate 77, |B|=13...
468. lambda=1191.918, deleting coordinate 571, |B|=12...
469. lambda=1169.556, deleting coordinate 889, |B|=11...
470. lambda=1163.122, adding coordinate 58, |B|=12...
471. lambda=1154.984, deleting coordinate 59, |B|=11...
472. lambda=1140.584, adding coordinate 195, |B|=12...
473. lambda=1128.513, adding coordinate 579, |B|=13...
474. lambda=1121.813, deleting coordinate 578, |B|=12...
475. lambda=1113.478, adding coordinate 79, |B|=13...
476. lambda=1107.382, deleting coordinate 196, |B|=12...
477. lambda=1106.697, adding coordinate 264, |B|=13...
478. lambda=1094.713, deleting coordinate 262, |B|=12...
479. lambda=1090.623, adding coordinate 884, |B|=13...
480. lambda=1087.082, deleting coordinate 78, |B|=12...
481. lambda=1077.595, adding coordinate 194, |B|=13...
482. lambda=1049.199, deleting coordinate 563, |B|=12...
